blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,15,5,0,7,5,6,1,0,1,0,17323,7.2,240,49,1248,-243,21,2,4,1,1,0,0,16075,7.2,222,58
1,19,1,0,4,2,4,0,0,0,0,15205,6.8,234,44,457,690,18,2,2,1,1,0,0,14748,6.6,250,45
1,11,2,0,3,5,5,1,1,0,0,15310,7.2,228,52,-354,-8,61,2,2,0,0,0,0,15664,7,239,43
0,19,3,1,4,9,4,1,0,1,0,15628,6.8,233,42,-2316,-2043,18,4,10,0,0,0,0,17944,7,243,40
0,14,3,0,3,10,6,0,0,0,0,14208,6.4,212,36,-4960,-3887,15,2,17,2,1,1,0,19168,7.2,235,54
1,17,2,1,7,3,13,1,1,0,0,17782,7.2,225,72,2506,1793,16,5,3,0,0,0,0,15276,6.8,220,57
0,20,5,0,2,4,1,0,0,0,0,14790,7.2,240,58,-1156,466,17,5,5,1,1,0,0,15946,6.8,240,48
0,15,2,1,8,6,8,1,0,1,0,17381,7,218,60,-119,-766,52,3,6,1,1,0,0,17500,7.2,235,75
0,18,2,1,6,6,9,0,0,0,0,16450,7,212,61,-577,-1953,14,3,5,2,1,1,0,17027,7.2,239,55
0,11,2,0,5,7,6,0,0,0,0,16456,6.6,213,51,355,-798,19,1,5,2,1,1,0,16101,6.8,223,60
0,17,2,0,4,9,2,0,0,0,0,15201,7,174,64,-2381,-461,52,1,13,1,1,0,0,17582,6.6,208,44
1,17,3,1,8,5,8,2,1,1,0,17523,7,240,51,1928,1805,13,3,7,0,0,0,0,15595,6.8,209,45
0,16,3,1,7,7,8,0,0,0,0,17072,7,228,52,166,-650,14,2,8,2,1,1,0,16906,7,223,50
0,21,2,1,11,11,13,0,0,0,0,18878,6.8,222,48,1212,-257,18,2,8,0,0,0,0,17666,7,212,40
0,11,3,0,4,4,5,0,0,0,0,14782,6.8,211,47,-1430,-2438,38,1,3,2,1,1,0,16212,7.2,236,64
0,14,4,0,3,11,4,1,1,0,0,14017,6.6,182,56,-4941,-2777,16,4,8,0,0,0,0,18958,7.4,227,44
0,17,8,0,7,8,8,0,0,0,0,16670,7,220,42,-508,-1385,20,3,6,0,0,0,0,17178,7,217,54
0,11,0,1,5,9,2,0,0,0,0,14681,6.8,174,44,-2985,-3019,9,0,8,1,1,0,0,17666,7.6,213,55
1,19,2,1,3,4,3,0,0,0,0,15268,6.2,202,60,460,-952,14,5,9,1,1,0,0,14808,6.6,209,40
1,17,3,1,9,4,9,1,1,0,0,17284,7,238,44,2670,1589,15,3,3,0,0,0,0,14614,6.6,208,42
0,10,2,1,6,7,5,0,0,0,0,16806,6.8,205,56,-210,-130,14,1,7,1,0,1,0,17016,6.6,230,45
1,11,1,0,5,6,7,0,0,0,0,15334,6.8,193,45,-2412,-2055,16,2,5,0,0,0,0,17746,7.2,243,54
1,13,0,0,7,5,5,0,0,0,0,17491,7.2,251,60,2026,460,11,2,3,1,0,1,0,15465,7.2,189,73
1,14,1,1,4,5,3,1,1,0,0,15698,7.4,214,64,-544,671,12,2,5,0,0,0,0,16242,6.8,238,44
1,15,1,1,10,8,14,2,1,1,0,18360,7.2,222,44,793,475,14,0,7,0,0,0,0,17567,7.4,215,56
1,17,6,0,4,5,4,1,0,1,0,16178,7.6,223,80,297,1259,19,4,5,0,0,0,0,15881,7,225,48
1,15,3,0,7,4,14,0,0,0,0,16865,6.8,211,59,1897,1014,13,3,5,0,0,0,0,14968,6.6,182,28
0,17,1,1,11,7,6,0,0,0,0,17500,7.2,193,54,658,747,13,1,10,0,0,0,0,16842,6.8,193,64
0,14,1,1,6,7,5,0,0,0,0,16688,6.8,213,44,-214,-334,36,2,8,1,1,0,0,16902,7,201,71
0,14,0,1,9,9,6,0,0,0,0,17384,6.8,227,48,-898,-939,12,0,9,2,1,1,0,18282,7.2,225,56
0,11,4,1,3,8,1,1,0,1,0,15126,7.2,214,72,-3439,-1460,14,0,6,1,1,0,0,18565,7.2,251,56
1,35,2,1,7,5,4,0,0,0,0,17214,7,241,64,1892,1261,21,5,5,0,0,0,0,15322,6.8,214,43
0,12,2,0,9,11,6,0,0,0,0,17389,6.8,226,36,-1428,-656,15,1,12,1,1,0,0,18817,7,237,43
0,19,2,0,3,4,2,0,0,0,0,14564,6.6,214,43,-1999,-647,21,6,5,1,1,0,0,16563,7,238,64
1,12,1,0,6,6,5,0,0,0,0,16296,7.2,216,52,301,872,12,2,5,1,1,0,0,15995,6.8,229,44
0,13,1,1,5,7,6,0,0,0,0,15738,6.8,191,56,-1712,-2334,16,3,9,1,1,0,0,17450,7.2,222,66
0,13,1,1,1,3,0,0,0,0,0,14118,7,215,64,-2079,-538,14,1,4,0,0,0,0,16197,7,244,53
0,14,1,0,2,12,3,0,0,0,0,14579,6.4,196,52,-4225,-2478,10,4,16,0,0,0,0,18804,7.2,230,32
1,15,2,0,9,2,15,0,0,0,0,18485,7.2,232,48,4318,2821,17,1,3,1,0,1,0,14167,6.4,197,44
0,13,2,1,12,5,11,0,0,0,0,18982,7,234,48,2741,2415,14,1,5,0,0,0,0,16241,6.6,205,48
1,39,3,1,6,7,5,1,1,0,0,16688,6.8,223,44,-405,437,17,4,11,0,0,0,0,17093,6.6,205,55
1,15,3,0,1,2,1,1,1,0,0,14836,7,261,60,-425,-316,64,2,2,0,0,0,0,15261,7.2,255,64
0,13,4,0,2,7,1,0,0,0,0,14573,6.8,212,58,-2928,-1796,15,1,8,2,1,1,0,17501,7.2,239,55
0,17,1,0,7,6,10,1,0,1,0,16578,7,206,56,-597,275,21,5,6,1,1,0,0,17175,6.8,242,56
0,18,0,0,5,8,5,0,0,0,0,16045,7,208,55,-215,-165,12,3,6,1,1,0,0,16260,7,216,48
0,17,0,0,3,8,4,0,0,0,0,14076,6.4,184,44,-3613,-2636,16,4,8,2,1,1,0,17689,7,234,52
1,13,2,1,7,3,9,2,1,1,0,16518,7.2,208,48,1630,2330,18,2,2,0,0,0,0,14888,6.8,218,48
0,17,4,0,4,6,1,0,0,0,0,15519,7,255,48,-1149,-217,20,4,7,0,0,0,0,16668,7.2,238,64
0,16,3,0,8,6,15,1,0,1,0,15941,6.8,162,51,-1870,-1732,12,4,5,1,1,0,0,17811,7.4,245,48
1,14,3,1,7,4,7,1,1,0,0,17676,7.4,233,57,2296,3462,16,2,4,0,0,0,0,15380,6.8,212,41
1,19,3,0,3,4,1,1,1,0,0,15056,6.8,225,51,-278,571,15,2,7,0,0,0,0,15334,6.8,208,59
1,17,0,0,2,5,3,0,0,0,0,15282,6.8,243,52,-1665,-1607,16,2,7,2,1,1,0,16947,7.2,248,72
0,16,2,0,3,7,2,0,0,0,0,15189,6.8,217,67,-1527,-457,37,3,9,1,1,0,0,16716,7.2,224,44
1,17,5,0,6,5,8,0,0,0,0,16285,7,230,44,160,-337,16,2,8,0,0,0,0,16125,6.8,204,64
1,21,4,1,8,4,11,1,1,0,0,18382,7,224,68,2498,1487,15,5,5,0,0,0,0,15884,7,217,52
0,46,3,0,5,12,4,0,0,0,0,16141,7.2,215,52,-3324,-1649,18,2,8,1,1,0,0,19465,7.6,236,58
1,14,6,0,5,6,2,1,0,1,0,15558,6.6,221,47,-209,800,19,5,8,1,1,0,0,15767,6.8,185,44
1,15,2,1,2,0,1,0,0,0,0,15486,7,251,68,1386,1830,18,3,0,0,0,0,0,14100,6.4,234,54
1,39,2,1,9,6,16,0,0,0,0,17335,6.8,193,50,2094,2937,15,1,14,0,0,0,0,15241,6.2,170,33
1,11,3,0,9,8,6,2,1,1,0,17385,7.2,216,60,1133,1833,37,1,7,0,0,0,0,16252,6.8,178,28
1,15,2,0,6,5,11,1,1,0,0,16452,6.8,208,60,906,1330,16,1,7,0,0,0,0,15546,6.6,185,43
1,17,4,1,8,8,10,0,0,0,0,15996,6.2,185,36,-2523,-2980,16,8,10,1,0,1,0,18519,6.8,231,40
1,16,2,0,6,7,3,0,0,0,0,16370,6.6,231,48,-129,-726,42,3,8,0,0,0,0,16499,7,182,44
0,16,5,0,1,2,1,1,0,1,0,14264,7,220,63,-1450,340,20,5,2,1,1,0,0,15714,6.8,259,48
1,19,3,0,5,4,3,1,1,0,0,17061,7.6,249,76,1217,2934,15,1,6,0,0,0,0,15844,6.6,218,48
0,13,2,1,9,6,9,1,1,0,0,16738,6.8,198,44,91,-1992,14,1,5,0,0,0,0,16647,7.2,224,55
1,72,1,0,9,9,5,0,0,0,0,17999,7.2,227,43,1128,1720,14,3,12,1,1,0,0,16871,7,212,40
0,13,1,0,11,11,11,0,0,0,0,18496,7,213,50,672,-1567,9,3,6,1,1,0,0,17824,7.2,216,54
0,17,3,1,5,5,6,0,0,0,0,16563,6.8,226,53,1149,-530,19,5,6,0,0,0,0,15414,6.8,205,51
1,16,2,0,1,2,1,1,1,0,0,14314,7,244,49,59,77,11,2,1,0,0,0,0,14255,6.8,224,49
1,11,2,0,6,6,4,0,0,0,0,16556,7.2,231,56,399,147,15,1,4,2,1,1,0,16157,7,239,54
0,18,2,0,4,5,4,0,0,0,0,16195,7.2,241,64,-339,-868,12,4,4,1,1,0,0,16534,7.4,259,59
1,17,1,1,7,8,10,1,1,0,0,16863,6.6,216,48,106,-462,14,0,9,0,0,0,0,16757,7.2,184,52
1,34,5,1,13,9,16,2,1,1,0,19694,7.2,215,64,1910,1136,13,5,13,0,0,0,0,17784,7.2,212,44
1,11,1,0,10,8,8,1,1,0,0,18523,7.2,229,42,2400,2600,12,1,6,0,0,0,0,16123,6.8,191,34
1,15,3,1,10,8,8,1,1,0,0,17618,7,212,48,975,1131,26,0,4,0,0,0,0,16643,6.8,196,45
0,14,1,1,9,4,9,0,0,0,0,18751,7.2,249,58,4671,4193,36,1,5,1,1,0,0,14080,6.6,177,57
0,16,2,1,5,9,9,1,1,0,0,16394,7.2,238,41,-2037,-1895,17,1,12,1,0,1,0,18431,7.2,229,42
1,17,1,1,11,7,12,1,1,0,0,18276,6.8,202,51,1281,-5,14,2,10,0,0,0,0,16995,6.6,214,36
1,20,2,1,9,7,14,1,1,0,0,17722,7,215,44,1672,1341,18,2,8,0,0,0,0,16050,6.8,205,35
0,16,4,0,5,7,6,0,0,0,0,15337,6.6,198,39,-646,-148,17,3,9,0,0,0,0,15983,6.6,197,36
1,16,4,0,7,9,7,0,0,0,0,17569,7.2,239,42,-72,529,40,1,11,2,1,1,0,17641,7,209,56
1,18,5,1,9,4,9,1,1,0,0,17585,7.4,240,40,2268,635,19,1,3,0,0,0,0,15317,7.2,219,43
0,44,3,0,5,9,4,0,0,0,0,15950,7,231,46,-2365,-2046,15,4,6,1,1,0,0,18315,7.4,233,56
1,23,1,1,7,6,9,0,0,0,0,16531,7,218,40,-136,-290,22,3,8,2,1,1,0,16667,7,243,55
0,10,3,0,8,11,9,1,1,0,0,16599,6.6,189,39,-2683,-1320,18,2,17,1,0,1,0,19282,7.2,209,53
0,15,3,0,5,4,6,1,1,0,0,16086,7,222,68,441,626,16,2,5,0,0,0,0,15645,6.8,235,44
0,22,6,0,1,5,1,0,0,0,0,15065,6.8,252,68,-950,-1785,29,3,6,0,0,0,0,16015,7.2,238,55
0,13,5,0,2,7,1,0,0,0,0,13946,6.4,227,22,-2727,-2041,19,5,10,1,1,0,0,16673,7,220,58
0,35,4,0,7,5,10,0,0,0,0,16526,7.2,217,56,-64,239,66,2,4,0,0,0,0,16590,7,214,60
0,15,4,1,7,6,8,0,0,0,0,16495,6.8,211,48,222,-72,17,2,6,1,1,0,0,16273,6.8,205,52
0,16,1,1,4,10,3,0,0,0,0,15419,6.4,191,43,-2636,-839,14,2,9,0,0,0,0,18055,6.8,225,48
1,39,1,0,7,5,9,1,1,0,0,16460,7,220,48,23,-338,16,1,8,0,0,0,0,16437,7,222,48
0,15,2,0,7,11,6,0,0,0,0,16364,6.4,223,29,-1565,-1752,19,3,14,2,1,1,0,17929,7,170,70
1,16,4,1,6,3,7,0,0,0,0,16434,6.8,216,77,1545,1824,19,2,3,1,1,0,0,14889,6.4,233,40
0,16,1,1,9,4,11,0,0,0,0,17685,7,224,36,2260,248,17,1,3,0,0,0,0,15425,7,226,47
1,15,2,0,9,6,9,0,0,0,0,17174,6.8,212,32,1514,1421,37,1,6,1,0,1,0,15660,6.8,187,44
1,12,4,0,3,5,6,0,0,0,0,14771,7,227,44,-1426,-26,24,2,4,2,1,1,0,16197,7,218,52
1,15,4,0,5,5,10,1,1,0,0,15871,7,219,43,1007,1105,16,1,8,1,0,1,0,14864,6.8,164,43
1,14,1,1,5,8,3,0,0,0,0,15747,7,214,52,-1358,-1063,15,2,8,0,0,0,0,17105,7,219,52
1,11,3,0,7,3,7,0,0,0,0,16464,7.2,209,36,1474,963,14,3,3,0,0,0,0,14990,6.6,225,45
1,19,1,1,8,2,7,0,0,0,0,16424,6.8,196,48,2588,1543,14,4,0,1,0,1,0,13836,6.6,185,60
1,40,4,1,8,1,8,1,0,1,0,18691,7.2,228,76,5359,4990,18,2,2,1,1,0,0,13332,6.4,208,36
0,14,3,1,7,10,8,0,0,0,0,16259,6.8,184,46,-2295,-2516,13,2,13,0,0,0,0,18554,7.2,228,47
0,17,2,1,4,11,4,1,1,0,0,16231,7.2,211,56,-2932,-2135,40,2,15,0,0,0,0,19163,7.4,215,52
1,19,3,1,9,6,8,1,1,0,0,17344,6.8,191,48,992,-609,14,0,6,0,0,0,0,16352,7,206,57
1,15,0,0,8,5,12,0,0,0,0,17327,7,203,65,1568,611,14,2,5,0,0,0,0,15759,7,212,44
0,11,4,1,6,7,3,1,0,1,0,16568,7,215,60,-727,322,15,2,10,1,1,0,0,17295,7,211,42
0,16,2,1,3,4,4,0,0,0,0,15732,7,241,50,-185,45,14,3,4,1,1,0,0,15917,7,238,61
1,55,3,1,7,5,5,0,0,0,0,16812,7,228,56,1322,2276,17,4,5,1,1,0,0,15490,6.6,215,64
1,17,7,1,4,2,2,0,0,0,0,16452,7.2,273,60,1068,618,16,4,4,0,0,0,0,15384,7.2,253,68
1,17,2,1,6,3,6,1,1,0,0,17427,7,249,63,1975,1433,14,6,2,0,0,0,0,15452,7,234,60
1,18,3,0,7,3,10,1,1,0,0,16892,7,207,64,2391,1726,15,0,1,0,0,0,0,14501,6.6,190,47
1,25,1,0,5,5,4,0,0,0,0,17003,7.2,252,59,570,368,75,2,4,0,0,0,0,16433,7.2,235,52
0,46,4,1,7,4,11,1,1,0,0,16836,7.2,205,48,1138,1758,40,4,3,0,0,0,0,15698,6.6,223,44
1,12,4,0,7,7,9,0,0,0,0,16696,6.8,202,52,-422,-43,28,1,10,2,1,1,0,17118,7,189,53
1,26,1,1,8,1,12,1,1,0,0,16974,7.2,182,56,2906,2360,10,3,1,0,0,0,0,14068,6.4,201,48
0,15,2,0,1,4,1,1,1,0,0,13934,6.8,222,55,-1571,-693,15,0,6,0,0,0,0,15505,7,191,61
0,75,1,0,0,7,0,0,0,0,0,13405,6.6,214,42,-3556,-2950,20,5,6,0,0,0,0,16961,7,237,36
1,42,5,1,10,6,9,2,1,1,0,18747,7.2,225,53,3015,3067,14,5,5,0,0,0,0,15732,6.8,184,60
1,12,8,0,3,4,2,1,0,1,0,15156,7,217,51,-324,1651,21,5,5,1,1,0,0,15480,6.6,220,44
1,14,2,0,7,5,6,1,1,0,0,15866,6.8,176,59,394,-55,14,2,4,0,0,0,0,15472,6.8,216,45
1,24,5,0,3,5,2,1,1,0,0,14247,6.6,226,41,-1597,-715,38,5,8,1,0,1,0,15844,6.8,218,47
1,16,4,1,4,5,1,1,1,0,0,15855,7,238,56,145,972,17,3,7,0,0,0,0,15710,6.6,224,36
1,18,1,1,1,1,1,1,0,1,0,15186,7,231,60,1120,477,39,2,2,1,1,0,0,14066,6.8,196,60
1,15,2,1,11,2,10,1,1,0,0,19528,7.2,234,40,5351,3549,14,2,2,0,0,0,0,14177,6.4,211,50
0,14,2,0,1,6,1,0,0,0,0,13775,6.8,206,52,-2490,-1110,55,3,4,1,1,0,0,16265,7.2,237,52
1,19,3,1,10,5,12,2,1,1,0,18418,7,247,51,3750,2742,14,5,6,0,0,0,0,14668,6.4,194,24
1,50,2,1,3,4,3,0,0,0,0,14815,6.4,189,56,-755,-1590,15,0,6,1,1,0,0,15570,7,210,64
0,15,2,1,5,2,8,1,1,0,0,16348,7,243,47,1476,1149,19,2,4,0,0,0,0,14872,6.8,233,51
0,14,3,0,6,5,8,2,1,1,0,16302,7.2,231,46,336,936,16,0,5,0,0,0,0,15966,7,223,44
0,18,3,1,3,5,4,1,0,1,0,15410,6.8,216,65,-234,-406,29,5,2,1,1,0,0,15644,7,236,40
0,18,2,1,4,8,3,0,0,0,0,15119,6.4,216,35,-1901,-3111,14,5,10,1,1,0,0,17020,7.2,216,64
0,13,0,1,7,8,7,0,0,0,0,16561,7,201,60,-519,-643,14,2,9,2,1,1,0,17080,7,228,52
0,14,5,0,1,5,2,0,0,0,0,13736,6.6,180,68,-2301,-2659,15,2,3,2,1,1,0,16037,7.2,226,60
0,18,4,1,4,5,5,1,0,1,0,15481,6.6,222,40,481,977,19,3,8,1,1,0,0,15000,6.4,199,51
0,18,6,0,4,6,3,0,0,0,0,15967,7,227,56,-1413,-1302,18,4,9,2,1,1,0,17380,7.2,256,72
1,14,4,0,9,8,8,0,0,0,0,17087,6.8,190,33,442,-145,14,1,7,1,0,1,0,16645,6.8,186,51
1,48,5,0,6,3,8,1,1,0,0,17612,7.6,246,68,2356,2431,19,1,2,0,0,0,0,15256,7,213,55
0,56,3,1,8,6,17,0,0,0,0,16731,6.4,205,56,266,-912,17,4,6,1,1,0,0,16465,6.6,218,35
1,24,3,0,12,8,17,1,1,0,0,18360,6.8,202,39,525,476,18,1,7,0,0,0,0,17835,6.6,218,38
1,15,7,1,8,4,4,1,0,1,0,18075,7.4,237,49,2859,2944,16,4,6,0,0,0,0,15216,6.6,224,48
0,42,5,1,10,5,11,0,0,0,0,19636,7.2,247,55,4253,2731,18,2,6,2,1,1,0,15383,6.6,209,56
1,12,2,1,6,2,8,1,0,1,0,16897,7,234,56,1923,1300,15,2,2,1,1,0,0,14974,6.8,240,48
1,18,3,0,2,8,2,0,0,0,0,14868,6.6,224,53,-1146,-441,20,2,4,0,0,0,0,16014,6.8,162,44
1,18,3,1,14,5,12,1,1,0,0,20979,7.6,250,68,4091,3392,18,4,8,0,0,0,0,16888,6.8,215,48
1,18,6,0,4,6,7,0,0,0,0,16513,6.8,249,43,-379,725,22,3,12,1,1,0,0,16892,6.8,240,52
1,15,4,0,4,4,5,1,1,0,0,16180,7,210,68,476,100,14,3,2,1,0,1,0,15704,6.8,232,56
1,23,2,1,6,3,8,0,0,0,0,16050,7,195,44,2041,1289,37,2,1,0,0,0,0,14009,6.4,202,44
0,22,0,0,2,5,2,0,0,0,0,14428,6.6,210,67,-1552,-1506,13,0,10,0,0,0,0,15980,6.8,223,57
0,17,3,0,6,14,4,0,0,0,0,16150,6.6,194,41,-2243,-2024,15,3,13,0,0,0,0,18393,7,186,56
0,54,2,1,7,3,7,0,0,0,0,17576,7.2,227,44,2237,1848,14,1,4,0,0,0,0,15339,6.8,209,60
1,41,2,0,4,4,5,1,1,0,0,14990,6.8,187,50,-1395,-711,59,5,3,0,0,0,0,16385,7,248,44
1,16,2,0,8,8,7,1,1,0,0,17664,7,220,60,257,1665,15,2,11,1,0,1,0,17407,6.8,225,56
0,18,6,1,4,3,4,1,1,0,0,16114,7,235,39,1323,25,21,3,5,0,0,0,0,14791,6.8,203,48
0,15,1,1,3,6,3,1,1,0,0,15299,6.4,230,52,-874,-1276,39,1,6,0,0,0,0,16173,7,231,44
1,18,5,1,10,2,12,2,1,1,0,18912,7,257,44,4565,2079,19,4,2,0,0,0,0,14347,6.2,197,52
0,15,1,0,4,5,3,1,1,0,0,15158,7,219,52,-1529,-1177,52,1,7,0,0,0,0,16687,7.2,213,59
1,18,2,1,4,5,5,1,1,0,0,16086,6.8,222,56,842,-663,17,0,5,0,0,0,0,15244,7,201,44
0,18,3,0,8,10,13,1,1,0,0,17048,6.8,193,52,-1773,-1963,14,4,13,0,0,0,0,18821,7.2,215,51
0,16,1,1,2,5,1,0,0,0,0,14819,7,223,63,-930,-594,18,2,3,2,1,1,0,15749,6.8,210,52
0,15,2,0,5,5,7,0,0,0,0,15082,6.8,199,40,-1851,-2039,17,1,4,1,0,1,0,16933,7,258,52
0,16,4,0,1,3,1,1,0,1,0,14605,7,244,48,-280,903,14,3,3,1,1,0,0,14885,6.6,217,60
0,19,1,0,9,10,12,1,1,0,0,17063,7.2,200,44,-1220,-203,18,3,13,0,0,0,0,18283,7.2,217,43
0,15,3,0,1,9,0,0,0,0,0,13881,6.8,225,56,-4851,-3577,35,5,12,1,1,0,0,18732,7.4,243,70
1,37,3,1,6,4,5,0,0,0,0,17180,7,258,64,1748,1496,11,2,1,1,1,0,0,15432,7,236,50
1,14,2,1,6,9,4,0,0,0,0,16978,6.8,229,60,-1589,-2907,34,1,11,1,0,1,0,18567,7.8,193,75
1,18,3,0,12,5,10,0,0,0,0,17827,6.8,208,35,1756,1128,33,1,6,1,1,0,0,16071,6.8,188,61
1,17,2,1,6,5,8,1,1,0,0,16168,6.8,176,60,-1149,-1327,17,2,9,1,0,1,0,17317,7,263,60
0,21,2,1,3,5,5,0,0,0,0,15544,7,238,48,-961,-1410,18,6,4,1,1,0,0,16505,7.2,239,76
1,12,1,0,10,10,9,1,0,1,0,17566,7.2,183,48,-528,-296,13,1,5,1,1,0,0,18094,7.2,228,60
1,13,5,0,5,7,7,1,1,0,0,15293,6.4,202,50,-1555,-1234,17,1,11,0,0,0,0,16848,6.8,210,51
1,16,3,1,9,2,8,2,1,1,0,17303,7,219,49,2871,2154,16,2,3,0,0,0,0,14432,6.8,217,52
1,15,2,0,5,8,7,0,0,0,0,16519,7.2,210,76,-180,2299,17,1,7,2,1,1,0,16699,6.6,192,48
0,12,0,0,1,9,1,1,1,0,0,13727,6.6,207,62,-5000,-4822,27,2,6,0,0,0,0,18727,7.6,254,77
0,15,2,0,8,9,10,1,1,0,0,17617,7,217,50,685,1449,14,0,12,0,0,0,0,16932,6.6,180,56
1,15,3,1,11,4,15,0,0,0,0,19432,7.2,228,43,3857,2660,19,2,6,1,1,0,0,15575,6.6,210,53
1,16,3,0,3,4,3,0,0,0,0,15496,7,214,52,-1406,-1328,56,2,5,2,1,1,0,16902,7.2,234,68
1,44,4,1,6,4,5,0,0,0,0,17012,7.2,225,52,324,106,19,2,5,1,1,0,0,16688,7.2,229,71
1,13,2,0,1,6,2,0,0,0,0,14168,6.6,217,56,-3344,-2671,18,3,7,2,1,1,0,17512,7.6,225,77
1,37,5,1,7,4,10,0,0,0,0,17053,7,219,50,1126,71,17,1,5,2,1,1,0,15927,6.8,217,49
1,14,3,1,10,4,12,1,1,0,0,18246,7,229,45,2914,2052,20,0,3,0,0,0,0,15332,6.4,209,40
1,17,5,0,7,7,8,0,0,0,0,16310,6.8,219,44,464,426,16,2,4,1,1,0,0,15846,6.8,212,48
1,17,3,1,5,3,5,1,1,0,0,16766,7.2,232,68,1399,554,36,4,5,0,0,0,0,15367,7,240,36
0,16,3,1,12,11,12,0,0,0,0,19460,7.4,223,43,778,1443,11,3,14,0,0,0,0,18682,7,234,32
1,14,1,1,5,6,4,1,0,1,0,15307,6.8,205,47,-1618,-1224,13,2,9,0,0,0,0,16925,7,243,36
0,14,0,0,4,6,5,0,0,0,0,15908,7,218,68,-1345,169,48,1,9,1,1,0,0,17253,6.8,220,68
1,18,1,1,6,5,5,1,1,0,0,16966,7.6,231,58,138,1085,12,1,6,1,0,1,0,16828,7,214,58
0,15,0,1,12,7,17,2,1,1,0,18292,7,216,48,789,1319,12,2,6,0,0,0,0,17503,6.8,220,56
1,17,3,1,6,3,8,1,0,1,0,16481,7,229,47,760,45,18,0,3,1,1,0,0,15721,7,232,65
0,13,1,0,3,6,4,0,0,0,0,14907,6.6,226,32,-2342,-1982,17,0,5,0,0,0,0,17249,7.2,262,51
1,10,1,1,6,8,7,1,1,0,0,15108,6.4,191,36,-2302,-2232,16,1,7,0,0,0,0,17410,7,246,39
0,49,2,0,6,5,2,0,0,0,0,15739,7.2,193,54,154,159,13,1,5,1,1,0,0,15585,7,211,50
0,23,6,1,6,7,9,0,0,0,0,16660,6.8,210,56,99,-1609,20,0,3,1,1,0,0,16561,7,214,38
0,12,1,0,0,5,0,0,0,0,0,13561,6.6,222,56,-2876,-2098,17,2,8,1,1,0,0,16437,7,233,59
0,9,5,1,8,1,5,0,0,0,0,17761,7.4,247,48,2501,2298,18,2,1,0,0,0,0,15260,6.6,251,56
0,19,7,0,1,6,1,0,0,0,0,14910,6.8,245,56,-1557,-1039,16,7,7,1,1,0,0,16467,7.2,225,56
1,17,3,1,9,6,8,1,1,0,0,17410,7,190,60,1578,495,15,2,6,0,0,0,0,15832,7,195,52
0,20,2,0,4,6,3,0,0,0,0,15518,6.8,241,44,-1630,-531,16,3,8,1,1,0,0,17148,7.2,243,64
1,13,3,0,8,7,10,1,1,0,0,18261,7.4,248,65,1753,935,15,4,8,0,0,0,0,16508,7,218,41
0,17,3,1,4,5,7,0,0,0,0,15574,6.8,236,47,14,-309,35,3,6,2,1,1,0,15560,6.8,224,44
0,14,2,0,5,7,5,0,0,0,0,16565,7,220,48,-245,-1208,15,1,3,0,0,0,0,16810,7,244,51
0,15,5,1,5,4,8,0,0,0,0,16163,7,242,41,1074,542,40,5,8,1,0,1,0,15089,7,224,39
0,13,9,0,3,9,5,0,0,0,0,14724,6.4,218,42,-3541,-2434,43,2,13,1,1,0,0,18265,6.8,244,56
1,16,5,1,10,3,8,1,1,0,0,17953,7.2,213,35,2915,2085,19,2,6,0,0,0,0,15038,6.4,200,48
0,16,5,0,5,12,5,1,1,0,0,14819,6.8,164,47,-4413,-3537,39,7,8,0,0,0,0,19232,7.4,242,42
0,17,4,1,4,7,4,0,0,0,0,15025,6.6,212,32,-1517,-1487,30,7,5,0,0,0,0,16542,7,221,29
0,18,1,1,11,7,7,0,0,0,0,18197,7,205,46,1470,1240,11,2,7,1,1,0,0,16727,6.8,206,58
1,17,1,1,8,3,7,1,1,0,0,18363,7.2,233,68,4507,4079,15,3,2,0,0,0,0,13856,6.6,194,44
0,13,3,0,8,7,9,0,0,0,0,16973,7,204,46,929,1800,17,4,4,0,0,0,0,16044,6.8,203,48
0,16,1,0,7,8,8,1,1,0,0,16586,6.8,226,50,-787,-1921,39,7,7,0,0,0,0,17373,7.2,207,56
1,15,4,1,11,5,15,0,0,0,0,18106,7,191,44,2695,1787,20,1,6,1,1,0,0,15411,6.4,187,52
0,17,1,0,8,9,7,0,0,0,0,16397,7,183,45,-1253,933,20,2,9,0,0,0,0,17650,6.6,199,47
1,19,3,1,6,2,5,1,1,0,0,16948,6.8,241,52,2711,1821,19,7,0,0,0,0,0,14237,6.4,223,52
0,20,1,1,4,3,6,1,1,0,0,14992,7,213,48,-471,-1021,14,2,1,0,0,0,0,15463,7.2,240,52
0,50,4,0,5,4,8,1,1,0,0,16560,6.8,220,49,1319,111,37,2,5,1,0,1,0,15241,7,190,51
0,24,1,1,5,3,6,1,0,1,0,15759,6.8,219,46,338,-1062,39,1,4,0,0,0,0,15421,7,220,56
1,14,4,0,6,10,9,0,0,0,0,14711,6.4,154,45,-2263,-2155,17,2,11,1,1,0,0,16974,6.8,196,40
